,SEG_ID,pointId,Animal,Archway,Bicyclist,Bridge,Building,Car,CartLuggagePram,Child,Column_Pole,Fence,LaneMkgsDriv,LaneMkgsNonDriv,Misc_Text,MotorcycleScooter,OtherMoving,ParkingBlock,Pedestrian,Road,RoadShoulder,Sidewalk,SignSymbol,Sky,SUVPickupTruck,TrafficCone,TrafficLight,Train,Tree,Truck_Bus,Tunnel,VegetationMisc,Void,Wall
0,422113,000247,0,0,13727,148,104231,32829,12,1,3848,30715,574,0,10255,0,1617,11793,3959,62460,1962,17100,0,332518,8934,1,0,0,232560,9709,0,57327,74713,37583
0,621149,007418,0,0,541,1828,69550,49586,3,0,1301,5990,2253,156,17898,0,884,23422,2039,135947,9640,8127,4,290127,2191,12,0,0,207083,6355,0,116755,75025,21859
0,542333,005165,4,8,170,240,152688,18251,4,0,5420,20459,2173,0,8523,0,584,12228,441,210376,692,61132,6,118891,792,55,3,0,249943,119,0,80437,74806,30131
0,740407,008909,0,3,1325,106,96756,23460,0,0,5121,458,133,87,4971,0,534,9136,414,170461,1087,21362,48,313827,14648,0,156,0,160968,1532,0,82443,89737,49803
0,720108,011766,0,8,199,4106,124073,24542,1,0,422,4010,674,0,4642,0,2473,18362,68,233732,2051,41303,34,237855,4245,89,1,0,169127,83,0,104924,48618,22934
0,641511,003316,32,14,1707,2341,178903,7306,5,0,1444,13206,2421,0,60925,0,1524,38509,466,81958,2723,18481,48,133553,2244,6,82,0,171652,1666,0,198120,92216,37024
0,1080140,004588,0,0,1200,215,72759,44463,0,0,3660,6242,261,0,3056,0,137,10851,19,104569,2010,8921,0,389342,13161,0,0,0,143890,19640,0,78902,109885,35393
0,742810,010088,0,0,170,1056,115545,26810,0,0,4625,6656,2306,0,7051,0,863,14439,190,238030,499,30347,5,263563,3582,1,0,0,148505,627,0,74923,79091,29692
0,440011,005578,1,825,227,372,27837,13141,0,0,2896,9549,1184,0,47323,0,172,31757,75,160032,341,14509,29,8967,120,45,27,0,390981,1341,0,272207,60062,4556
0,741388,008466,5,0,62,729,40329,23357,0,0,2849,7735,376,0,7283,0,95,41291,95,112036,6484,13822,0,269294,2841,0,0,0,230675,7088,0,170635,95018,16477
0,400388,009587,4,26,200,1783,308260,5697,0,1,3403,287,1608,0,68313,0,45,71299,33,98094,130,2741,237,74842,2273,105,305,0,142868,156,0,152201,95216,18449
0,620532,007397,0,0,165,1002,40010,18250,0,1,3543,2903,6308,0,1151,0,26,19750,693,289388,2259,51880,26,206143,5129,5,0,0,270411,258,0,34351,58676,36248
0,322816,002600,22,11,2145,6807,106597,3866,2,2,1655,17762,483,0,23586,0,208,15553,139,19214,1003,1579,23,264229,2505,0,0,0,290644,1696,0,134279,123080,31486
0,840251,008527,0,49,389,775,57206,49508,1,0,1585,4687,2844,1,36432,0,220,26370,18,239185,591,12894,65,67144,1940,15,4,0,284440,86,0,182763,71853,7511
0,721079,005008,0,3,339,186,21996,11661,1,0,5398,1292,13953,0,10561,0,41,34430,0,264597,2706,15868,223,215897,1220,12,148,0,214305,115,0,162162,62077,9385
0,721785,011649,0,0,1577,791,144336,52475,13,0,2589,4216,320,0,11758,0,870,13941,3208,22475,2403,11156,0,383645,24002,5,0,0,112428,24439,0,89640,68169,74120
0,600422,007561,0,5,4913,9414,147914,17608,0,0,5440,3295,147,0,15776,0,1923,28891,765,56667,835,9894,1,355615,8664,0,0,0,89815,3483,0,122149,109372,55990
0,960551,005941,0,1,127,362,14905,14074,0,0,1518,411,264,0,15691,0,1,13796,1,224413,5142,2686,20,196899,6783,1,4,0,319661,475,0,182465,42725,6151
0,860307,006001,0,0,719,125,92392,3652,0,0,5297,9167,3486,0,3869,0,405,4947,236,74635,1296,8019,0,354051,1302,0,1,0,203976,3674,0,115183,110233,51911
0,740575,008592,0,0,2730,2797,161166,36596,2,0,3944,5259,450,0,4249,0,1130,11502,717,167432,2222,19828,1,373016,9724,0,18,0,52282,1093,0,60627,80746,51045
0,761707,008410,0,0,18,1063,44202,29191,0,0,4329,1145,5680,6,11491,0,379,27371,654,196624,1443,14840,33,293722,7291,5,53,0,240393,67,0,85532,77178,5866
0,1080125,004289,0,0,1637,1087,79842,15121,0,0,8988,3984,2566,1,6304,0,1046,25036,313,148188,6281,20805,3,355320,7744,0,3,0,160757,4851,0,69769,97937,30993
0,400387,009243,2,8,3528,383,174255,19754,1,13,1312,2086,2383,0,99030,0,776,15259,184,26333,38,2921,60,140656,4729,368,76,0,235839,5982,0,200334,106918,5348
0,440413,005466,9,56,549,98,332249,27503,16,3,2368,155,9240,341,59636,1,422,26403,347,241002,1214,54827,60,57006,1497,633,20,0,114684,180,0,64305,48125,5627
0,543479,005560,4,2,3952,596,279376,81319,9,0,3774,4672,1103,0,9209,0,761,13194,1880,191474,469,28850,106,185906,3747,0,38,0,140050,251,0,22437,61553,13844
0,542555,005296,10,27,133,1073,203774,2740,1,0,2650,3033,829,154,36241,0,224,33082,14,44168,1055,1651,22,203307,3360,315,152,0,264502,1942,0,71460,147625,25032
0,640914,001436,0,23,205,734,199999,2723,2,0,1028,494,0,0,56257,0,0,34046,1,4255,0,212,140,285997,3510,0,168,0,326585,2383,0,77031,44330,8453
0,763402,011231,10,7,104,2712,172249,11724,0,0,4077,760,649,318,56206,0,66,42130,18,93630,79,17584,399,120488,779,787,51,0,298219,203,0,94724,104315,26288
0,720557,007791,1,0,195,17,247735,46435,2,0,4059,818,179,0,17590,2,1680,13096,517,198494,1128,25610,27,95268,277,70,1,0,266418,315,0,49594,66511,12537
0,820122,009998,0,1,730,1166,72513,68802,26,0,700,6315,991,0,54303,0,1192,57457,161,68196,1043,6979,14,185161,12197,83,3,0,242460,1518,0,176125,67662,22778
0,740381,008576,0,0,5082,299,171175,44622,0,0,4885,2664,116,0,2996,0,280,11688,1391,41716,383,5815,0,394741,16506,0,0,0,172382,8924,0,56639,67989,38283
0,542246,005143,19,0,9838,530,203351,25663,12,18,4337,2026,1059,0,6482,0,833,9405,1792,144353,2488,35484,59,259729,8238,8,0,0,103279,1792,0,46461,115334,65986
0,200830,010232,0,446,2,338,58596,5146,0,0,522,6312,468,0,84179,0,24,20763,1,46517,264,1651,11,136700,247,27,6,0,358101,599,0,270835,53848,2973
0,542831,005749,0,0,2561,308,225823,17904,16,0,6133,1300,170,0,9198,0,355,5888,592,153813,218,29266,119,283403,8852,0,2,0,76526,1136,0,51489,114882,58622
0,341459,003827,1,0,5581,301,306308,52205,12,0,3645,5168,2281,1,7901,1,3778,9070,3253,106121,268,29514,0,223286,9001,0,4,0,119577,2835,0,50207,89447,18810
0,441710,005452,44,713,1668,318,166966,20551,1,0,4209,1350,7601,1,145750,0,2227,45238,59,111780,1155,19128,4,60571,4797,287,0,0,172888,571,0,218075,56820,5804
0,200856,011384,0,71,0,3811,16456,8619,0,0,4037,1480,108,0,24581,0,0,43926,0,108712,762,3694,20,181782,4096,9,10,0,253927,342,0,269452,108443,14238
0,400243,009203,0,279,227,795,92466,9907,0,0,2312,6508,103,0,100881,0,28,18308,0,63062,499,3850,24,152575,3248,191,4,0,319445,2477,0,180383,70119,20885
0,542899,005529,3,0,15092,384,380421,24531,5,0,2098,909,2642,0,5435,0,2988,3683,712,84523,398,23567,2,217873,16898,0,0,0,79469,1525,0,59965,105338,20115
0,760792,007887,1,0,943,361,107753,36211,0,0,1175,5263,112,0,27849,0,471,23640,2,89188,3139,15184,12,269095,13590,0,0,0,220716,726,0,111461,92884,28800
0,980534,008380,3,16,2856,126,78038,32133,0,17,2789,4307,1187,0,14845,0,62,17321,464,73352,773,38699,4,185953,11554,0,1,0,308291,4179,0,176849,73335,21422
0,840029,010999,0,65,477,1394,131037,8370,1,1,2209,5850,250,0,9168,0,196,27023,25,67227,2069,4367,201,312673,7244,149,3,0,161029,6020,0,155672,110244,35612
0,300143,002819,0,0,1411,167,163307,31441,0,0,8149,1505,4145,0,735,0,1024,14132,655,135481,2076,24061,0,357987,1579,0,8,0,80237,1535,0,59294,120316,39331
0,621973,012308,3,478,3930,167,63521,7190,0,0,1849,10839,53,0,102607,0,1924,7658,63,35267,0,5910,62,143570,1856,154,5,0,359943,2260,0,212161,77077,10029
0,861621,011813,0,0,503,1843,302607,41119,28,0,3570,370,97,0,10464,0,1003,3823,563,28147,220,12139,11,295791,5505,0,1,0,191145,4313,0,56733,59354,29227
0,400005,009720,1,511,38,654,3757,1288,0,0,2420,1507,3576,0,21220,0,1,37925,3,154146,1670,4385,12,83626,453,42,2,0,370154,133,0,321218,38092,1742
0,700032,002340,1,3,347,4161,86878,7417,2,0,4820,8537,169,44,9265,0,70,19622,212,43205,787,7383,28,393456,5678,0,3,0,216601,1741,0,120639,105542,11965
0,620377,007329,15,0,12650,1351,156874,37637,400,50,13134,5358,44,0,45535,1,1038,12460,3033,70493,564,27485,280,186168,17533,110,6,0,269944,5638,0,68139,80396,32240
0,621608,011889,17,0,301,1231,214388,9852,1,2,2795,747,11777,0,22935,0,1254,16404,717,176627,1298,16215,62,133677,709,1,305,0,211339,654,0,143811,72421,9036
0,700331,002346,0,5,310,1446,42310,4423,0,0,1377,592,9,0,32035,0,359,48150,3,58239,2567,24525,36,175714,1696,30,2,0,309663,1108,0,230037,83826,30114
0,821463,011479,0,12,102,1057,58867,17126,34,0,2906,1109,4382,0,4039,0,699,12015,546,258819,4990,18646,48,311590,2899,288,16,0,175920,2546,0,60415,97505,12000
0,800411,010985,19,3,1,249,12225,20277,0,0,851,1840,990,0,22578,0,145,18357,16,117649,441,36595,3,129924,2740,58,11,0,329267,204,0,300690,43410,10033
0,422116,000134,0,0,10231,592,98652,67206,95,1,3147,629,419,0,15604,0,7583,12143,4455,68092,21,11948,57,219884,8420,2,4,0,324609,12106,0,60940,97544,24192
0,960151,005975,0,0,3046,2618,62360,5083,0,15,1194,2501,1908,0,7370,0,138,27131,41,135794,3798,3310,194,259161,1924,0,3,0,275718,578,0,168715,63044,22932
0,860725,008098,4,0,2560,1015,73200,35548,1,0,1903,3333,4456,44,1468,1,2154,16134,192,236807,7171,19295,0,269240,3162,2,6,0,206331,404,0,77567,62045,24533
0,321468,000463,3,1,1179,58,231695,27248,0,0,1980,10112,924,0,57895,0,3019,20910,362,131461,881,24755,22,80306,1923,156,1,0,234814,143,0,81687,109520,27521
0,721462,004740,0,0,2386,2597,196280,57051,30,0,3556,4632,100,0,5224,0,3496,9377,291,162029,4769,6721,30,282175,9126,0,13,0,114564,4049,0,60462,93895,25723
0,340254,010892,17,6,303,83,375658,7440,49,1,5017,1403,4256,11,79670,5,2921,48232,1857,123520,1014,51166,35,59258,1620,463,74,0,139114,169,0,76310,58108,10796
0,880352,004566,0,0,560,438,94145,3025,0,0,3753,379,66,0,13093,0,497,3342,362,160655,624,6491,0,337622,884,0,309,0,180858,4006,0,136217,86760,14490
0,820029,004690,25,0,4053,592,75890,45032,0,0,1980,667,1920,1,15636,0,722,28610,42,118539,2322,6174,69,222479,13688,2,1,0,261989,1836,0,162547,69351,14409
0,641436,001583,1,89,298,1301,160791,68040,3,3,573,13409,1372,0,36721,0,3210,23643,8,81641,1060,4771,17,269809,11347,372,6,0,154083,2104,0,69814,125812,18278
0,200602,002660,0,0,1847,1448,223475,1794,1,0,1838,2380,31,0,28179,0,99,11376,11,25972,85,2986,9,227796,835,0,82,0,173361,196,0,185256,90396,69123
0,660881,003642,0,0,4837,613,103764,11766,0,0,6185,4555,166,0,1014,0,118,7104,1119,82201,341,4865,45,400665,13248,0,17,0,149834,2084,0,102582,95763,55690
0,700113,002242,0,90,3,333,20726,13542,0,0,628,10745,117,0,85274,0,376,22483,14,96762,371,28171,6,52668,923,627,4,0,313234,481,0,345695,39181,16122
0,700212,002391,1,16,230,241,8939,23482,0,0,189,660,939,0,56050,0,705,31295,52,133838,181,7756,1,88342,1454,0,1,0,409756,139,0,249810,31087,3412
0,721849,011700,0,0,414,476,130046,27169,0,0,2523,440,1358,0,1505,0,156,8765,536,229946,2449,19421,9,364467,7146,0,6,0,113366,7844,0,17446,84781,28307
0,721130,009813,0,0,3553,1107,97687,60107,0,0,4270,14490,122,0,9075,0,193,13882,362,23152,4793,3996,0,378262,19016,0,1,0,121790,23796,0,112250,85185,71487
0,220511,011389,1,0,3271,282,106126,72567,31,0,4099,2004,325,0,3246,0,3743,15059,2142,180026,1299,13495,13,354864,9455,0,0,0,112785,1629,0,55656,89022,17436
0,880190,004653,0,0,108,1527,62662,6041,0,0,1244,6209,102,0,2417,0,5,33817,0,69776,2497,6309,2,356561,3818,0,0,0,271061,7020,0,81029,90569,45802
0,980245,004337,6,1,1249,864,112675,45953,0,0,2872,3185,104,2,2410,0,410,20595,2090,132732,3449,29762,0,322578,19966,0,0,0,185013,3846,0,18012,116470,24332
0,320883,000393,39,48,340,849,301179,90137,12,11,1839,5712,399,0,42602,0,4787,2319,775,141560,334,32345,13,58807,3966,1,20,0,227975,35,0,56976,67785,7711
0,200181,002987,2,0,2328,827,254522,17405,16,0,4496,4341,295,0,8308,0,733,24278,410,41168,56,7784,42,207922,2255,3,21,0,137359,509,0,184769,94286,54441
0,321263,000530,0,1,2925,541,292958,34139,36,0,4009,6142,747,36,18823,0,3013,34174,5592,80536,3817,49074,40,213131,10452,1836,7,0,98452,550,0,69008,106180,12357
0,200285,003144,1,0,206,622,103058,57184,0,0,1607,11623,698,0,4171,0,345,8495,282,38854,1733,12397,0,447432,11373,0,0,0,150969,25713,0,46929,100587,24297
0,100218,010960,136,0,10631,3594,481008,28385,0,0,2796,3203,910,0,30278,0,585,17755,154,47765,170,6695,64,83214,4811,0,115,0,217933,1954,0,49225,55700,1495
0,520437,000859,0,15,114,1914,223792,8011,0,0,1795,795,455,0,35034,0,385,27885,5,78064,77,12661,29,95009,5058,30,491,0,185445,6769,0,225822,125355,13566
0,762944,011953,10,0,162,611,191267,1953,0,0,1022,7112,1082,0,44238,0,6,17089,35,44671,391,555,42,217101,3065,5,57,0,240552,262,0,156037,115403,5848
0,401484,010909,9,14,129,283,382303,8428,1,0,1836,530,209,0,101462,0,20,17331,174,25626,12,181,178,25024,1011,12,461,0,229034,1478,0,171650,78444,2736
0,960220,005855,0,5,301,289,16279,36232,0,0,591,107,65,0,37687,0,222,16484,4,213245,3034,2478,12,111470,6892,276,9,0,383808,172,0,185239,32943,732
0,760419,006896,2,1000,9,1179,96351,15365,1,0,690,2420,437,0,48920,0,12,42838,3,32082,267,3206,108,188989,1282,136,13,0,339425,2187,0,165537,100766,5351
0,500789,010969,0,201,2,1210,61412,3729,0,0,1130,3620,22,0,127998,0,14,34900,0,69439,626,2321,10,43565,183,4,307,0,326465,646,0,283594,83798,3380
0,640182,001293,1,155,43,2149,103803,6302,0,0,2735,3637,1200,0,69489,0,32,21206,6,137308,369,13086,15,71759,1076,204,12,0,251884,1266,0,292304,63120,5415
0,401444,009696,1,0,3221,4295,164504,29150,0,0,4196,7175,1614,0,4748,0,1132,10358,414,195011,330,36798,63,293108,3785,0,0,0,76854,276,0,83308,77943,50292
0,322749,000652,8,9,878,1058,246773,22601,41,0,3523,1565,946,0,42934,0,6912,29482,1111,150873,714,24905,105,95657,1040,37,5,0,150271,373,0,191547,66514,8694
0,721310,005047,0,0,4037,447,115776,8189,0,0,10076,347,1197,0,2386,0,193,12395,692,159099,1607,16393,155,347847,9294,1,799,0,203939,3197,0,67810,70476,12224
0,960350,006075,0,1,425,2880,100907,3588,0,0,1346,1986,377,117,13083,0,64,15769,2,53519,1625,3993,1,363861,2854,3,0,0,187717,1390,0,146037,114880,32151
0,720981,007454,0,2,13,379,94675,10546,0,0,1783,34,191,0,14048,0,7,26436,30,186705,5394,23480,19,245253,3588,0,1,0,189493,547,0,169278,61009,15665
0,761018,007165,8,26,1561,1697,228826,16460,3,4,4223,7882,2700,0,61656,0,614,24228,386,73385,295,3844,209,113534,3480,808,143,0,199648,803,0,169932,103247,28974
0,322106,000501,1,96,1015,249,150030,23941,115,1,3813,2021,106,0,47705,0,3043,47292,339,153714,1480,27722,43,95135,820,741,1,0,204990,81,0,197455,72637,13990
0,760483,010831,1,0,1328,110,221380,4075,0,0,7035,745,123,0,13446,0,61,8856,408,36436,502,4845,31,278744,2745,0,2,0,299465,1934,0,101086,31856,33362
0,420440,000011,5,23,90,61,228173,84136,4,0,1458,13089,64,0,54976,1,6387,23505,981,114685,176,21640,0,35421,3209,51,0,0,300053,348,0,98716,50553,10771
0,321345,000624,0,0,1777,202,213261,21175,0,0,7110,3644,442,0,9163,0,5577,10722,283,243598,155,45812,196,238820,363,25,101,0,107926,212,0,40299,70410,27303
0,320252,002580,0,0,652,118,205838,14660,1,0,4657,468,729,0,10352,0,296,19600,373,211734,475,27533,61,222499,1647,26,2,0,133922,1400,0,102238,70913,18382
0,500356,001180,1,35,31,514,29036,42958,23,0,2154,805,11,1,29579,0,119,13987,161,207737,1165,20746,10,81008,4191,51,0,0,322741,50,0,242439,30261,18762
0,542864,005276,2,0,3206,1399,199645,48946,113,0,4145,2702,71,0,6189,0,586,5938,2334,134154,539,23105,74,360456,25132,5,153,0,105062,11751,0,20572,77126,15171
0,861703,012040,0,0,360,112,99788,5953,0,0,4347,15742,480,0,3908,0,899,3025,35,25578,3895,2402,2,400592,3176,0,0,0,167777,7383,0,64143,112854,126125
0,960679,006421,4,56,38,338,21014,2294,0,0,5986,640,4426,0,12279,0,5,14674,77,163498,5071,12481,267,245037,1362,0,61,0,271369,398,0,217983,64471,4747
0,421925,000180,0,4,1249,242,184828,35904,2,2,3843,2562,4625,0,3726,0,811,5967,356,280154,975,23830,103,241412,5825,0,0,0,120686,1229,0,7924,105867,16450
0,740627,008798,0,0,1673,832,141420,14371,1,0,4412,6286,691,0,4157,0,219,9958,1868,57339,834,13497,9,393502,6655,0,7,0,133916,9448,0,86307,88339,72835
0,721622,005071,0,0,723,1589,59946,20722,0,0,3288,5941,268,0,2294,0,1454,13422,1004,130677,3429,31701,1,275111,5181,2,0,0,274773,1173,0,67817,81454,66606
0,540470,003284,6,0,1283,294,143261,29479,1,0,3789,1207,1353,0,2819,0,734,10261,175,113034,1706,14178,48,270434,5412,20,2,0,221852,1328,0,80165,84471,61264
0,520140,000906,26,0,3164,156,266826,17750,19,87,5351,1156,7035,0,29336,1,2824,42730,898,154050,885,42956,33,96785,793,1,10,0,219580,2139,0,59379,77602,17004
0,420881,009573,4,30,1299,927,48241,34170,0,0,2907,10851,2960,0,24951,0,382,9945,64,239809,305,36187,105,134450,5107,4,21,0,333301,364,0,81438,50130,30624
0,940090,006035,6,1,6208,2345,185484,31302,0,0,6400,994,389,0,11627,0,2039,11018,1019,75947,1157,6194,163,294348,12100,0,3,0,171370,1801,0,149527,56242,20892
0,120110,010600,2,27,335,1138,207904,1677,0,0,1881,1850,637,1,89889,0,20,38144,17,10405,22,469,15,67877,160,6,72,0,399253,2600,0,161245,60610,2320
0,640807,001608,49,23,5368,788,378599,14071,63,20,2653,2485,3145,0,45553,0,2593,21235,1816,53607,345,35246,234,99757,2865,22,4,0,155943,372,0,115514,94540,11666
0,440899,005454,7,165,13,48,326975,3184,0,0,11459,985,5718,0,69071,0,514,14000,40,213106,473,57996,232,65460,69,114,17,0,134252,8,0,91026,35470,18174
0,400033,009313,0,13,2,2846,46280,22320,0,0,835,1075,531,0,42998,0,3,67801,2,135879,244,3216,12,149720,1994,208,11,0,330887,63,0,167779,70256,3601
0,620902,007446,0,0,164,527,186746,10222,3,0,1935,1813,65,0,5813,0,931,18476,77,164457,2392,60571,50,315051,4072,0,20,0,50645,2772,0,69498,84583,67693
0,980300,004661,1,2,8654,1086,131068,17534,3,0,2604,902,533,6,7394,0,471,37225,33,108009,1015,10733,38,246808,4295,2,1,0,256839,520,0,95650,87775,29375
0,660638,001808,0,4,197,2576,85438,7148,0,0,2106,771,7171,0,23603,0,5,19162,87,279201,456,7690,62,159240,797,86,2,0,266259,509,0,123534,47681,14791
0,760921,006798,0,16,457,633,132232,54815,29,0,811,5082,81,2,72520,0,181,15077,183,34897,134,2290,8,219251,5019,51,101,0,255501,3625,0,138244,97830,9506
0,821880,011682,2,0,1300,629,127517,9106,0,0,2767,227,4523,0,2342,0,359,11225,343,198094,4113,13796,50,355935,6931,0,7,0,145082,5682,0,46938,92549,19059
0,720458,001929,0,0,2705,152,210315,26914,0,0,8904,2780,803,0,8554,0,633,6566,1635,120265,835,58204,40,278791,6288,11,16,0,142520,1388,0,33752,112169,24336
0,660381,001708,2,0,2113,635,155668,39627,0,0,3553,6152,531,1,4553,0,227,24030,1038,116900,421,45369,23,345164,10208,0,0,0,131867,8165,0,29815,95913,26601
0,741516,008391,8,0,300,998,92221,11990,0,0,8314,4259,2518,0,2985,0,995,22481,902,123566,3048,25269,222,364857,4632,0,12,0,165322,1628,0,72551,107129,32369
0,521467,009795,2,0,7126,343,71487,22680,0,0,3249,1201,990,0,5439,0,813,30539,251,117155,10153,4989,73,278249,5051,0,4,0,255096,1986,0,101942,110613,19145
0,420377,009545,0,0,601,906,364014,33826,7,0,1946,420,467,0,2077,0,1480,9429,1318,128606,1006,28220,31,221595,9794,14,2,0,94021,374,0,44939,69804,33679
0,323650,011168,5,15,309,632,332543,9287,1,0,1647,9842,517,0,70309,0,624,33283,11,20443,58,725,10,92825,2342,42,20,0,200095,2785,0,116727,106316,47163
0,421307,000211,44,2,1344,470,398857,13063,87,4,6051,542,5881,0,33900,0,1787,4646,3345,226099,1068,93934,132,83281,2587,4,0,0,70065,92,0,44904,47951,8436
0,300733,002726,1,2,482,1377,164592,29409,11,0,3090,3632,2587,0,38861,0,566,52491,534,188822,418,17257,59,216295,1698,576,211,0,135586,413,0,69781,103823,16002
0,542787,005237,6,382,2301,956,183573,41904,31,3,5337,5093,3117,0,27482,0,6070,11997,2117,152147,1142,41089,6,154340,7134,121,19,0,230649,1548,0,82252,74283,13477
0,401773,009376,4,16,442,1158,113191,12768,2,0,3238,1163,3062,1,18823,0,8,50525,1,190238,1689,16934,151,123201,2248,190,0,0,277938,431,0,90204,133762,7188
0,300850,002871,0,0,499,4675,93282,7169,10,73,2907,3223,2938,0,13488,0,439,27474,259,171793,530,24247,97,152006,4022,3,9,0,248847,468,0,149742,90921,49455
0,740263,008547,0,0,372,1138,64979,20498,1,0,2209,5756,854,13,4907,0,0,36127,6,101666,5474,12358,17,404556,5031,0,48,0,183047,1427,0,70553,92898,34641
0,440428,005693,0,0,8395,1081,133958,71111,0,0,4297,13366,586,0,8304,0,1807,9503,618,49502,2830,23532,1,352951,19600,0,16,0,100296,12964,0,27776,93999,112083
0,520316,000867,17,14,721,963,243625,21017,3,0,1766,1791,1266,0,85619,1,1960,41322,417,69267,327,20474,69,100019,1770,5,48,0,189689,833,0,167631,89895,8047
0,640385,011448,0,2,1583,926,92039,26167,1,0,488,6959,804,9,59212,0,5232,43066,986,66346,632,7265,9,175485,2644,356,2,0,258157,342,0,127216,159023,13625
0,861055,009863,0,0,0,448,17239,1620,0,0,1746,1791,1764,1,1667,0,1199,34954,39,221193,3678,8493,0,155200,631,0,0,0,360813,209,0,158972,61889,15030
0,400245,009333,3,0,3791,1588,141592,22148,0,3,3075,1940,744,0,2639,0,161,21769,436,150820,2133,15961,36,274833,18959,32,5,0,176326,2315,0,73155,91767,42345
0,422886,009537,9,69,1254,689,225232,24103,15,0,3292,9124,1036,0,50584,0,624,18800,371,119891,625,21314,124,139887,3220,0,11,0,188062,1023,0,129264,92562,17391
0,1080248,004244,0,0,380,125,80274,12467,2,0,4018,2640,71,0,4370,0,123,5735,10,147302,540,2934,83,302555,2578,0,5,0,281557,4876,0,95390,80029,20512
0,762710,012033,4,4,1156,1871,288096,30431,0,0,1427,9405,555,22,61562,0,190,26402,105,46294,454,1171,10,157003,3946,10,13,0,160922,1066,0,124929,97368,34160
0,441031,005322,2,94,210,5511,226943,8484,0,0,883,17460,101,0,59353,0,627,25039,26,50409,23,824,471,139169,3009,201,263,0,226204,5309,0,150229,101019,26713
0,521400,000830,5,1,835,464,353557,59436,4,6,1859,8608,4997,0,20526,0,2228,8446,321,173960,1660,49692,9,55838,1610,57,127,0,183793,58,0,44069,61965,14445
0,860210,006530,40,4,1329,361,90393,35617,1,16,3609,4990,2689,11,51714,0,34,34855,84,155685,2044,18655,61,106910,2087,100,3,0,287637,659,0,184003,59828,5157
0,860336,008134,5,1,1804,698,46479,15533,0,0,4062,388,1298,0,7192,0,294,35634,18,139320,3627,15021,65,333848,5839,5,99,0,219396,7024,0,59738,136100,15088
0,641767,003423,0,2,225,4393,153138,9856,0,0,3668,830,578,0,19425,0,237,17030,66,274491,315,32814,73,191436,1211,1,0,0,126054,29,0,88108,77422,47174
0,642007,001657,35,0,2864,1733,386502,36937,6,0,1591,5581,796,1,6744,0,6342,44302,280,113792,693,25659,52,179895,1349,287,0,0,91831,185,0,60580,69526,11013
0,740891,008669,4,1,6052,765,151178,45237,2,1,3678,2123,1318,0,12871,0,2610,25849,1806,100970,982,28626,126,270244,8965,12,0,0,169168,1871,0,78301,102978,32838
0,642194,003466,1,0,818,62,284235,21246,8,0,3903,1866,657,0,26411,0,436,11693,221,30000,160,5854,121,241815,3054,62,9,0,218763,1332,0,114266,64469,17114
0,540773,003255,0,78,1600,2066,197445,18334,2,6,3450,3703,118,0,32717,0,5170,13330,3342,165446,207,38016,18,142189,4362,38,21,0,182397,1511,0,101543,119486,11981
0,720263,002125,1,1826,1253,53,27037,14810,0,0,2244,4191,177,0,88600,1,143,25876,79,71629,235,17096,15,89804,669,352,2,0,364327,749,0,280403,52636,4368
0,840287,008319,0,684,0,174,57110,15787,0,0,802,1209,2270,2,82103,0,124,16848,1,265923,369,20466,18,27252,94,149,2,0,242542,12,0,276816,25855,11964
0,960667,006442,0,0,173,3130,60866,23045,0,0,2640,6170,542,0,9196,0,20,13194,33,101335,13362,6394,36,364222,7532,0,26,0,185489,13272,0,158312,61581,18006
0,960885,010222,0,14,0,1608,13542,5819,0,0,3309,1636,3617,93,5174,0,1,34147,0,195970,5160,21094,50,159123,449,5,0,0,362322,93,0,163958,51576,19816
0,821282,011491,0,0,913,3211,134953,10611,1,0,751,1939,912,2,15314,0,12,31854,22,95630,259,2746,62,246336,2708,13,0,0,241424,545,0,139899,107526,10933
0,322084,000694,0,8,1625,703,223454,10630,0,5,6683,7482,56,0,15290,0,308,18742,308,110698,537,53352,12,182258,3257,129,6,0,193432,501,0,87101,105700,26299
0,620599,007377,8,5,2260,875,219205,42696,256,1,3112,9853,379,0,20897,1,14796,11122,7154,143286,428,33816,7,132333,2863,74,0,0,177074,1161,0,113937,98382,12595
0,323491,011045,16,125,82,1309,353634,27005,28,0,2333,5868,4507,0,14716,0,1380,13467,66,210402,323,36618,15,45573,5446,0,0,0,78112,106,0,118257,116571,12617
0,861505,012050,1,0,2276,269,98253,2208,0,0,946,1466,328,0,6259,0,39,2321,1,87586,2405,5902,0,301654,5300,0,6,0,228956,5569,0,151760,111104,33967
0,621045,007563,51,71,168,547,201096,2950,1,0,1377,1996,1616,1,108588,0,7,33100,106,99192,44,18300,92,38399,136,462,27,0,213982,1150,0,231355,70351,23411
0,522140,001178,0,0,550,1623,39176,45567,0,0,2124,17695,4671,0,11105,0,4,17765,3,212284,2219,9419,15,289209,20563,9,53,0,221070,1176,0,64522,62962,24792
0,543786,012305,10,18,156,435,439815,19264,7,2,1539,1344,229,16,55827,0,9,35406,142,31831,15,205,131,124371,1487,972,22,0,208810,897,0,32527,92253,836
0,820826,009899,2,391,720,147,139261,47768,18,1,1653,2313,281,0,15484,0,6728,19235,91,162638,7174,10653,49,19178,802,188,46,0,398556,288,0,101810,108745,4356
0,300281,002609,0,229,17,624,20011,4869,0,0,2237,6404,3414,7,60631,0,695,35912,19,174961,2163,23787,28,103815,77,6,22,0,299361,181,0,241443,34315,33348
