NAME,totalPop,whitePop,state,county,tract,block group,whitePercep,nonwhitePercep
"Block Group 1, Census Tract 387, Philadelphia County, Pennsylvania",618,470,42,101,038700,1,0.7605177993527508,0.23948220064724923
"Block Group 1, Census Tract 388, Philadelphia County, Pennsylvania",598,364,42,101,038800,1,0.6086956521739131,0.3913043478260869
"Block Group 2, Census Tract 105, Philadelphia County, Pennsylvania",2387,136,42,101,010500,2,0.056975282781734395,0.9430247172182656
"Block Group 2, Census Tract 95, Philadelphia County, Pennsylvania",522,0,42,101,009500,2,0.0,1.0
"Block Group 3, Census Tract 91, Philadelphia County, Pennsylvania",1529,223,42,101,009100,3,0.1458469587965991,0.8541530412034009
"Block Group 2, Census Tract 103, Philadelphia County, Pennsylvania",1276,0,42,101,010300,2,0.0,1.0
"Block Group 1, Census Tract 5, Philadelphia County, Pennsylvania",2316,999,42,101,000500,1,0.43134715025906734,0.5686528497409327
"Block Group 3, Census Tract 24, Philadelphia County, Pennsylvania",1053,988,42,101,002400,3,0.9382716049382716,0.06172839506172845
"Block Group 2, Census Tract 27.01, Philadelphia County, Pennsylvania",1115,502,42,101,002701,2,0.45022421524663675,0.5497757847533633
"Block Group 1, Census Tract 9806, Philadelphia County, Pennsylvania",0,0,42,101,980600,1,,
"Block Group 1, Census Tract 337.01, Philadelphia County, Pennsylvania",1671,1184,42,101,033701,1,0.708557749850389,0.291442250149611
"Block Group 1, Census Tract 101, Philadelphia County, Pennsylvania",1185,15,42,101,010100,1,0.012658227848101266,0.9873417721518988
"Block Group 4, Census Tract 101, Philadelphia County, Pennsylvania",1459,539,42,101,010100,4,0.3694311172035641,0.630568882796436
"Block Group 1, Census Tract 107, Philadelphia County, Pennsylvania",757,0,42,101,010700,1,0.0,1.0
"Block Group 3, Census Tract 107, Philadelphia County, Pennsylvania",467,0,42,101,010700,3,0.0,1.0
"Block Group 3, Census Tract 69, Philadelphia County, Pennsylvania",632,0,42,101,006900,3,0.0,1.0
"Block Group 2, Census Tract 110, Philadelphia County, Pennsylvania",731,83,42,101,011000,2,0.11354309165526676,0.8864569083447332
"Block Group 4, Census Tract 110, Philadelphia County, Pennsylvania",1546,0,42,101,011000,4,0.0,1.0
"Block Group 7, Census Tract 112, Philadelphia County, Pennsylvania",720,11,42,101,011200,7,0.015277777777777777,0.9847222222222223
"Block Group 1, Census Tract 112, Philadelphia County, Pennsylvania",555,0,42,101,011200,1,0.0,1.0
"Block Group 3, Census Tract 41.02, Philadelphia County, Pennsylvania",1497,1314,42,101,004102,3,0.8777555110220441,0.12224448897795592
"Block Group 1, Census Tract 9809, Philadelphia County, Pennsylvania",4,4,42,101,980900,1,1.0,0.0
"Block Group 2, Census Tract 27.02, Philadelphia County, Pennsylvania",808,780,42,101,002702,2,0.9653465346534653,0.034653465346534684
"Block Group 2, Census Tract 30.02, Philadelphia County, Pennsylvania",1094,202,42,101,003002,2,0.1846435100548446,0.8153564899451554
"Block Group 1, Census Tract 30.01, Philadelphia County, Pennsylvania",690,302,42,101,003001,1,0.43768115942028984,0.5623188405797102
"Block Group 3, Census Tract 361, Philadelphia County, Pennsylvania",2434,1967,42,101,036100,3,0.8081347576006573,0.19186524239934266
"Block Group 2, Census Tract 16, Philadelphia County, Pennsylvania",1288,1222,42,101,001600,2,0.9487577639751553,0.05124223602484468
"Block Group 1, Census Tract 39.02, Philadelphia County, Pennsylvania",1678,1544,42,101,003902,1,0.9201430274135876,0.07985697258641244
"Block Group 4, Census Tract 39.02, Philadelphia County, Pennsylvania",2041,1923,42,101,003902,4,0.9421852033317002,0.057814796668299806
"Block Group 2, Census Tract 39.02, Philadelphia County, Pennsylvania",1107,1107,42,101,003902,2,1.0,0.0
"Block Group 3, Census Tract 39.02, Philadelphia County, Pennsylvania",825,825,42,101,003902,3,1.0,0.0
"Block Group 3, Census Tract 78, Philadelphia County, Pennsylvania",850,536,42,101,007800,3,0.6305882352941177,0.36941176470588233
"Block Group 4, Census Tract 78, Philadelphia County, Pennsylvania",660,459,42,101,007800,4,0.6954545454545454,0.30454545454545456
"Block Group 5, Census Tract 78, Philadelphia County, Pennsylvania",1321,836,42,101,007800,5,0.6328538985616957,0.3671461014383043
"Block Group 2, Census Tract 236, Philadelphia County, Pennsylvania",1193,669,42,101,023600,2,0.5607711651299245,0.43922883487007547
"Block Group 1, Census Tract 239, Philadelphia County, Pennsylvania",952,246,42,101,023900,1,0.25840336134453784,0.7415966386554622
"Block Group 2, Census Tract 242, Philadelphia County, Pennsylvania",1097,56,42,101,024200,2,0.05104831358249772,0.9489516864175023
"Block Group 1, Census Tract 242, Philadelphia County, Pennsylvania",666,221,42,101,024200,1,0.33183183183183185,0.6681681681681682
"Block Group 3, Census Tract 111, Philadelphia County, Pennsylvania",657,30,42,101,011100,3,0.045662100456621,0.954337899543379
"Block Group 1, Census Tract 111, Philadelphia County, Pennsylvania",411,100,42,101,011100,1,0.24330900243309003,0.7566909975669099
"Block Group 4, Census Tract 111, Philadelphia County, Pennsylvania",928,0,42,101,011100,4,0.0,1.0
"Block Group 5, Census Tract 111, Philadelphia County, Pennsylvania",678,10,42,101,011100,5,0.014749262536873156,0.9852507374631269
"Block Group 1, Census Tract 82, Philadelphia County, Pennsylvania",575,3,42,101,008200,1,0.0052173913043478265,0.9947826086956522
"Block Group 6, Census Tract 82, Philadelphia County, Pennsylvania",1327,0,42,101,008200,6,0.0,1.0
"Block Group 2, Census Tract 82, Philadelphia County, Pennsylvania",1263,0,42,101,008200,2,0.0,1.0
"Block Group 4, Census Tract 82, Philadelphia County, Pennsylvania",590,0,42,101,008200,4,0.0,1.0
"Block Group 5, Census Tract 82, Philadelphia County, Pennsylvania",770,0,42,101,008200,5,0.0,1.0
"Block Group 3, Census Tract 82, Philadelphia County, Pennsylvania",1245,0,42,101,008200,3,0.0,1.0
"Block Group 7, Census Tract 82, Philadelphia County, Pennsylvania",1126,0,42,101,008200,7,0.0,1.0
"Block Group 2, Census Tract 83.01, Philadelphia County, Pennsylvania",1922,82,42,101,008301,2,0.04266389177939646,0.9573361082206036
"Block Group 1, Census Tract 83.01, Philadelphia County, Pennsylvania",1158,0,42,101,008301,1,0.0,1.0
"Block Group 2, Census Tract 205, Philadelphia County, Pennsylvania",1231,169,42,101,020500,2,0.1372867587327376,0.8627132412672625
"Block Group 1, Census Tract 218, Philadelphia County, Pennsylvania",1539,1281,42,101,021800,1,0.8323586744639376,0.16764132553606237
"Block Group 2, Census Tract 218, Philadelphia County, Pennsylvania",1639,1154,42,101,021800,2,0.7040878584502746,0.29591214154972545
"Block Group 1, Census Tract 219, Philadelphia County, Pennsylvania",1563,1397,42,101,021900,1,0.8937939859245042,0.10620601407549579
"Block Group 4, Census Tract 349, Philadelphia County, Pennsylvania",1626,1102,42,101,034900,4,0.6777367773677737,0.3222632226322263
"Block Group 2, Census Tract 349, Philadelphia County, Pennsylvania",2224,1469,42,101,034900,2,0.6605215827338129,0.3394784172661871
"Block Group 1, Census Tract 349, Philadelphia County, Pennsylvania",760,418,42,101,034900,1,0.55,0.44999999999999996
"Block Group 2, Census Tract 269, Philadelphia County, Pennsylvania",1359,243,42,101,026900,2,0.17880794701986755,0.8211920529801324
"Block Group 1, Census Tract 269, Philadelphia County, Pennsylvania",870,191,42,101,026900,1,0.21954022988505748,0.7804597701149425
"Block Group 3, Census Tract 292, Philadelphia County, Pennsylvania",986,284,42,101,029200,3,0.2880324543610548,0.7119675456389452
"Block Group 1, Census Tract 292, Philadelphia County, Pennsylvania",1956,544,42,101,029200,1,0.278118609406953,0.721881390593047
"Block Group 1, Census Tract 315.02, Philadelphia County, Pennsylvania",1641,1311,42,101,031502,1,0.7989031078610603,0.20109689213893966
"Block Group 2, Census Tract 315.02, Philadelphia County, Pennsylvania",582,462,42,101,031502,2,0.7938144329896907,0.20618556701030932
"Block Group 1, Census Tract 314.01, Philadelphia County, Pennsylvania",1760,479,42,101,031401,1,0.2721590909090909,0.727840909090909
"Block Group 3, Census Tract 314.01, Philadelphia County, Pennsylvania",1493,412,42,101,031401,3,0.27595445411922304,0.724045545880777
"Block Group 2, Census Tract 216, Philadelphia County, Pennsylvania",1333,1061,42,101,021600,2,0.7959489872468117,0.20405101275318827
"Block Group 1, Census Tract 220, Philadelphia County, Pennsylvania",1783,1373,42,101,022000,1,0.7700504767246215,0.22994952327537854
"Block Group 4, Census Tract 337.02, Philadelphia County, Pennsylvania",1082,635,42,101,033702,4,0.5868761552680222,0.41312384473197783
"Block Group 3, Census Tract 337.02, Philadelphia County, Pennsylvania",1144,795,42,101,033702,3,0.6949300699300699,0.3050699300699301
"Block Group 3, Census Tract 315.02, Philadelphia County, Pennsylvania",1301,802,42,101,031502,3,0.6164488854727133,0.38355111452728674
"Block Group 4, Census Tract 242, Philadelphia County, Pennsylvania",840,85,42,101,024200,4,0.10119047619047619,0.8988095238095238
"Block Group 1, Census Tract 147, Philadelphia County, Pennsylvania",1349,187,42,101,014700,1,0.13862120088954782,0.8613787991104522
"Block Group 3, Census Tract 83.01, Philadelphia County, Pennsylvania",1660,4,42,101,008301,3,0.0024096385542168677,0.9975903614457832
"Block Group 2, Census Tract 83.02, Philadelphia County, Pennsylvania",1746,0,42,101,008302,2,0.0,1.0
"Block Group 3, Census Tract 83.02, Philadelphia County, Pennsylvania",894,0,42,101,008302,3,0.0,1.0
"Block Group 2, Census Tract 156, Philadelphia County, Pennsylvania",1071,211,42,101,015600,2,0.19701213818860877,0.8029878618113913
"Block Group 1, Census Tract 163, Philadelphia County, Pennsylvania",1055,254,42,101,016300,1,0.24075829383886255,0.7592417061611374
"Block Group 3, Census Tract 163, Philadelphia County, Pennsylvania",697,240,42,101,016300,3,0.34433285509325684,0.6556671449067432
"Block Group 4, Census Tract 163, Philadelphia County, Pennsylvania",987,186,42,101,016300,4,0.1884498480243161,0.8115501519756839
"Block Group 2, Census Tract 178, Philadelphia County, Pennsylvania",639,426,42,101,017800,2,0.6666666666666666,0.33333333333333337
"Block Group 2, Census Tract 315.01, Philadelphia County, Pennsylvania",1208,1000,42,101,031501,2,0.8278145695364238,0.17218543046357615
"Block Group 5, Census Tract 300, Philadelphia County, Pennsylvania",496,21,42,101,030000,5,0.04233870967741935,0.9576612903225806
"Block Group 4, Census Tract 188, Philadelphia County, Pennsylvania",1391,840,42,101,018800,4,0.603882099209202,0.396117900790798
